Subject	Predicate	Object
Xiaoerkechuanling granules	source	hudongbaike
Xiaoerkechuanling granules	source	WikiPedia
Xiaoerkechuanling granules	belongTo	drug
Mitomycin injection	source	WikiPedia
Mitomycin injection	belongTo	drug
Mitomycin injection	source	hudongbaike
Diethylstilbestrol propionate	name	Diethylstilbestrol
Diethylstilbestrol propionate	source	hudongbaike
Diethylstilbestrol propionate	belongTo	drug
Diethylstilbestrol propionate	source	WikiPedia
Seven boil pill	belongTo	drug
Seven boil pill	source	hudongbaike
Seven boil pill	source	WikiPedia
Sweating antipyretic pill	source	hudongbaike
Sweating antipyretic pill	belongTo	drug
Sweating antipyretic pill	source	WikiPedia
Sanqi Huoxue ointment	belongTo	drug
Sanqi Huoxue ointment	source	WikiPedia
Sanqi Huoxue ointment	source	hudongbaike
Baozhen seed jade pill	source	WikiPedia
Baozhen seed jade pill	source	hudongbaike
Baozhen seed jade pill	belongTo	drug
Chloroprocaine Hydrochloride Injection 	source	WikiPedia
Chloroprocaine Hydrochloride Injection 	belongTo	drug
Chloroprocaine Hydrochloride Injection 	source	hudongbaike
Juming antihypertensive pill	source	hudongbaike
Juming antihypertensive pill	belongTo	drug
Juming antihypertensive pill	source	WikiPedia
Imipenem cilastatin sodium	belongTo	drug
Imipenem cilastatin sodium	source	hudongbaike
Imipenem cilastatin sodium	source	WikiPedia
Three wonderful pills	source	WikiPedia
Three wonderful pills	belongTo	drug
Three wonderful pills	source	hudongbaike
Powder of sweet and sour powder	source	WikiPedia
Powder of sweet and sour powder	belongTo	drug
Powder of sweet and sour powder	source	hudongbaike
Buyi Huoluo pill	source	hudongbaike
Buyi Huoluo pill	belongTo	drug
Buyi Huoluo pill	source	WikiPedia
Hydroxyapnea	belongTo	drug
Hydroxyapnea	source	hudongbaike
Hydroxyapnea	prescription drugs	Over-the-counter drugs
Hydroxyapnea	mold	Aerosol
Hydroxyapnea	source	WikiPedia
Xiangsha Yangwei pill concentrated pill	source	hudongbaike
Xiangsha Yangwei pill concentrated pill	source	WikiPedia
Xiangsha Yangwei pill concentrated pill	belongTo	drug
Solid tooth powder	belongTo	drug
Solid tooth powder	source	WikiPedia
Solid tooth powder	source	hudongbaike
Insecticidal pill	belongTo	drug
Insecticidal pill	source	WikiPedia
Insecticidal pill	source	hudongbaike
Infantile benozide powder	belongTo	drug
Infantile benozide powder	source	WikiPedia
Infantile benozide powder	source	hudongbaike
Secret jade lock pill	source	WikiPedia
Secret jade lock pill	source	hudongbaike
Secret jade lock pill	prescription drugs	Over-the-counter drugs
Secret jade lock pill	belongTo	drug
Five choking pills	source	hudongbaike
Five choking pills	belongTo	drug
Five choking pills	source	WikiPedia
Vanilla aldehyde	source	WikiPedia
Vanilla aldehyde	belongTo	drug
Vanilla aldehyde	prescription drugs	Over-the-counter drugs
Vanilla aldehyde	source	hudongbaike
Artificial mating element	belongTo	drug
Artificial mating element	source	WikiPedia
Artificial mating element	source	hudongbaike
Nitroglycerin controlled release buccal tablets	belongTo	drug
Nitroglycerin controlled release buccal tablets	source	hudongbaike
Nitroglycerin controlled release buccal tablets	source	WikiPedia
Sesame Shouwu powder	source	hudongbaike
Sesame Shouwu powder	belongTo	drug
Sesame Shouwu powder	source	WikiPedia
St. John's wort soft capsule	source	WikiPedia
St. John's wort soft capsule	belongTo	drug
St. John's wort soft capsule	source	hudongbaike
Sanjiu pingya capsule	source	WikiPedia
Sanjiu pingya capsule	belongTo	drug
Sanjiu pingya capsule	source	hudongbaike
Bromobenzylammonium injection	belongTo	drug
Bromobenzylammonium injection	source	WikiPedia
Bromobenzylammonium injection	source	hudongbaike
Refrigerant	source	hudongbaike
Refrigerant	source	WikiPedia
Refrigerant	belongTo	drug
Mariana collagen tablets	source	WikiPedia
Mariana collagen tablets	belongTo	drug
Mariana collagen tablets	source	hudongbaike
20 flavor nutmeg powder	belongTo	drug
20 flavor nutmeg powder	source	WikiPedia
20 flavor nutmeg powder	source	hudongbaike
Compound honeysuckle granules	source	WikiPedia
Compound honeysuckle granules	source	hudongbaike
Compound honeysuckle granules	belongTo	drug
Compound honeysuckle granules	prescription drugs	Over-the-counter drugs
Dragon tooth tranquilizing pill	source	hudongbaike
Dragon tooth tranquilizing pill	source	WikiPedia
Dragon tooth tranquilizing pill	belongTo	drug
Tiaojing seed pill	belongTo	drug
Tiaojing seed pill	source	WikiPedia
Tiaojing seed pill	source	hudongbaike
Asthma tablet	belongTo	drug
Asthma tablet	source	hudongbaike
Asthma tablet	source	WikiPedia
Paracetamol	belongTo	drug
Paracetamol	source	WikiPedia
Paracetamol	source	hudongbaike
Fluconazole granules	source	WikiPedia
Fluconazole granules	belongTo	drug
Fluconazole granules	source	hudongbaike
Aspirin calcium urea powder	source	WikiPedia
Aspirin calcium urea powder	source	hudongbaike
Aspirin calcium urea powder	belongTo	drug
Blowing nose and saponacia powder	belongTo	drug
Blowing nose and saponacia powder	source	WikiPedia
Blowing nose and saponacia powder	source	hudongbaike
Jianpi Xiaojian pill	belongTo	drug
Jianpi Xiaojian pill	source	hudongbaike
Jianpi Xiaojian pill	source	WikiPedia
Guizhi Huangqi Baiwei donghuasan	belongTo	drug
Guizhi Huangqi Baiwei donghuasan	source	hudongbaike
Guizhi Huangqi Baiwei donghuasan	source	WikiPedia
Yierning Gan Wan	source	hudongbaike
Yierning Gan Wan	belongTo	drug
Yierning Gan Wan	source	WikiPedia
Zhuzi Gantai tablet	source	hudongbaike
Zhuzi Gantai tablet	belongTo	drug
Zhuzi Gantai tablet	source	WikiPedia
Yidanshu capsule	source	hudongbaike
Yidanshu capsule	belongTo	drug
Yidanshu capsule	source	WikiPedia
brassin	source	WikiPedia
brassin	belongTo	drug
brassin	source	hudongbaike
Bawei Qingxin Chenxiang powder	source	hudongbaike
Bawei Qingxin Chenxiang powder	belongTo	drug
Bawei Qingxin Chenxiang powder	source	WikiPedia
Acorus calamus	source	WikiPedia
Acorus calamus	source	hudongbaike
Acorus calamus	belongTo	drug
Antibacterial synergist	source	hudongbaike
Antibacterial synergist	source	WikiPedia
Antibacterial synergist	belongTo	drug
Jing Shen Wan	source	WikiPedia
Jing Shen Wan	belongTo	drug
Jing Shen Wan	source	hudongbaike
Swertia Leaf Tablets	source	WikiPedia
Swertia Leaf Tablets	source	hudongbaike
Swertia Leaf Tablets	belongTo	drug
Five grass soup	prescription drugs	Over-the-counter drugs
Five grass soup	source	hudongbaike
Five grass soup	source	WikiPedia
Five grass soup	belongTo	drug
Xingxiang rabbit ear wind capsule	source	WikiPedia
Xingxiang rabbit ear wind capsule	source	hudongbaike
Xingxiang rabbit ear wind capsule	belongTo	drug
Child bone	source	hudongbaike
Child bone	belongTo	drug
Child bone	source	WikiPedia
Oral Clostridium caseinate live powder	belongTo	drug
Oral Clostridium caseinate live powder	source	WikiPedia
Oral Clostridium caseinate live powder	source	hudongbaike
Chlorbette	source	hudongbaike
Chlorbette	source	WikiPedia
Chlorbette	belongTo	drug
Paracetamol mephene pseudoephedrine dispersible tablets	source	hudongbaike
Paracetamol mephene pseudoephedrine dispersible tablets	belongTo	drug
Paracetamol mephene pseudoephedrine dispersible tablets	source	WikiPedia
Jingye Bencao Jiangya powder	source	hudongbaike
Jingye Bencao Jiangya powder	source	WikiPedia
Jingye Bencao Jiangya powder	belongTo	drug
Piroxicam	source	hudongbaike
Piroxicam	source	WikiPedia
Piroxicam	belongTo	drug
Piroxicam	name	Pyrazoxazine
Huanglong Kechuan tablet	source	hudongbaike
Huanglong Kechuan tablet	belongTo	drug
Huanglong Kechuan tablet	source	WikiPedia
Jing Shu granule	belongTo	drug
Jing Shu granule	source	WikiPedia
Jing Shu granule	source	hudongbaike
Gynecology dry gold tablet	source	hudongbaike
Gynecology dry gold tablet	belongTo	drug
Gynecology dry gold tablet	source	WikiPedia
Shouqi Bushen Oral Liquid	source	WikiPedia
Shouqi Bushen Oral Liquid	belongTo	drug
Shouqi Bushen Oral Liquid	source	hudongbaike
Roxithromycin soft capsule	mold	Capsule
Roxithromycin soft capsule	belongTo	drug
Roxithromycin soft capsule	source	hudongbaike
Roxithromycin soft capsule	source	WikiPedia
Extraction of traditional Chinese Medicine	belongTo	drug
Extraction of traditional Chinese Medicine	source	WikiPedia
Extraction of traditional Chinese Medicine	source	hudongbaike
Bevantolol Hydrochloride Tablets 	belongTo	drug
Bevantolol Hydrochloride Tablets 	source	WikiPedia
Bevantolol Hydrochloride Tablets 	source	hudongbaike
Jingtian Sanqi capsule	source	hudongbaike
Jingtian Sanqi capsule	belongTo	drug
Jingtian Sanqi capsule	source	WikiPedia
Zhang's orange powder	belongTo	drug
Zhang's orange powder	source	hudongbaike
Zhang's orange powder	source	WikiPedia
Huming cream	belongTo	drug
Huming cream	source	WikiPedia
Huming cream	source	hudongbaike
Valaciclovir capsule	source	WikiPedia
Valaciclovir capsule	belongTo	drug
Valaciclovir capsule	source	hudongbaike
Aspartame tablets	source	WikiPedia
Aspartame tablets	belongTo	drug
Aspartame tablets	source	hudongbaike
Pentane alcohol sulfonate rice	source	WikiPedia
Pentane alcohol sulfonate rice	source	hudongbaike
Pentane alcohol sulfonate rice	belongTo	drug
A generation of master Zhitong Tougu ointment	source	WikiPedia
A generation of master Zhitong Tougu ointment	belongTo	drug
A generation of master Zhitong Tougu ointment	source	hudongbaike
Aconite cream	source	WikiPedia
Aconite cream	source	hudongbaike
Aconite cream	belongTo	drug
Thyroxine binding calibration solution	source	WikiPedia
Thyroxine binding calibration solution	source	hudongbaike
Thyroxine binding calibration solution	belongTo	drug
GUI Fu San	source	WikiPedia
GUI Fu San	source	hudongbaike
GUI Fu San	belongTo	drug
Jian Yang tablets	source	hudongbaike
Jian Yang tablets	belongTo	drug
Jian Yang tablets	source	WikiPedia
Arthrosis rehabilitation chip	source	WikiPedia
Arthrosis rehabilitation chip	source	hudongbaike
Arthrosis rehabilitation chip	belongTo	drug
Baclofen	belongTo	drug
Baclofen	source	hudongbaike
Baclofen	source	WikiPedia
Nicotine acid	source	WikiPedia
Nicotine acid	prescription drugs	Over-the-counter drugs
Nicotine acid	belongTo	drug
Nicotine acid	source	hudongbaike
Longevity grass	belongTo	drug
Longevity grass	source	hudongbaike
Longevity grass	source	WikiPedia
Exacin Ingection 	source	hudongbaike
Exacin Ingection 	source	WikiPedia
Exacin Ingection 	belongTo	drug
Oxibunin tablets	source	hudongbaike
Oxibunin tablets	source	WikiPedia
Oxibunin tablets	belongTo	drug
Nitramine	source	WikiPedia
Nitramine	source	hudongbaike
Nitramine	belongTo	drug
Whole body Dan	belongTo	drug
Whole body Dan	source	hudongbaike
Whole body Dan	source	WikiPedia
Compound Bauhinia xiaoshangbabu cream	source	WikiPedia
Compound Bauhinia xiaoshangbabu cream	belongTo	drug
Compound Bauhinia xiaoshangbabu cream	source	hudongbaike
Aspirin Enteric-Microencapsulated capsules 	source	WikiPedia
Aspirin Enteric-Microencapsulated capsules 	belongTo	drug
Aspirin Enteric-Microencapsulated capsules 	source	hudongbaike
Lu'an fried tea	source	hudongbaike
Lu'an fried tea	belongTo	drug
Lu'an fried tea	source	WikiPedia
Guyuan tablets	source	WikiPedia
Guyuan tablets	source	hudongbaike
Guyuan tablets	belongTo	drug
Sanhuang Baidu powder	belongTo	drug
Sanhuang Baidu powder	source	hudongbaike
Sanhuang Baidu powder	source	WikiPedia
Qibao pill	belongTo	drug
Qibao pill	source	hudongbaike
Qibao pill	source	WikiPedia
Nimodipine	source	hudongbaike
Nimodipine	source	WikiPedia
Nimodipine	belongTo	drug
Two bean elixir	source	hudongbaike
Two bean elixir	belongTo	drug
Two bean elixir	source	WikiPedia
Seven cents scattered	belongTo	drug
Seven cents scattered	source	WikiPedia
Seven cents scattered	source	hudongbaike
Diwang Zhixue powder	belongTo	drug
Diwang Zhixue powder	source	hudongbaike
Diwang Zhixue powder	source	WikiPedia
Mojie capsule	source	WikiPedia
Mojie capsule	belongTo	drug
Mojie capsule	source	hudongbaike
Hanyuetang Nalai C enzyme	belongTo	drug
Hanyuetang Nalai C enzyme	source	hudongbaike
Hanyuetang Nalai C enzyme	source	WikiPedia
Leukotriene receptor antagonists	source	hudongbaike
Leukotriene receptor antagonists	source	WikiPedia
Leukotriene receptor antagonists	belongTo	drug
Ovulation promoting drugs	source	WikiPedia
Ovulation promoting drugs	belongTo	drug
Ovulation promoting drugs	source	hudongbaike
Glidiazine	belongTo	drug
Glidiazine	source	hudongbaike
Glidiazine	source	WikiPedia
Compound xuedanfurazolidone capsule	source	WikiPedia
Compound xuedanfurazolidone capsule	belongTo	drug
Compound xuedanfurazolidone capsule	source	hudongbaike
Two parameters and three subgroups	source	WikiPedia
Two parameters and three subgroups	source	hudongbaike
Two parameters and three subgroups	belongTo	drug
Compound Muji granules	source	hudongbaike
Compound Muji granules	source	WikiPedia
Compound Muji granules	belongTo	drug
Potassium Guaiacolsulfonate and Codeine Phosphate Oral Solution	belongTo	drug
Potassium Guaiacolsulfonate and Codeine Phosphate Oral Solution	source	WikiPedia
Potassium Guaiacolsulfonate and Codeine Phosphate Oral Solution	source	hudongbaike
A drop of gold pills	source	hudongbaike
A drop of gold pills	source	WikiPedia
A drop of gold pills	belongTo	drug
Naoxuekang granules	belongTo	drug
Naoxuekang granules	source	hudongbaike
Naoxuekang granules	source	WikiPedia
Shark cod liver oil soft capsule	belongTo	drug
Shark cod liver oil soft capsule	source	hudongbaike
Shark cod liver oil soft capsule	source	WikiPedia
Dried lotus root starch	belongTo	drug
Dried lotus root starch	source	WikiPedia
Dried lotus root starch	source	hudongbaike
Jinju Liyan buccal tablet	source	hudongbaike
Jinju Liyan buccal tablet	belongTo	drug
Jinju Liyan buccal tablet	source	WikiPedia
Fuhuoerqi pill	belongTo	drug
Fuhuoerqi pill	source	WikiPedia
Fuhuoerqi pill	prescription drugs	Over-the-counter drugs
Fuhuoerqi pill	source	hudongbaike
Compound Piper longum analgesic capsule	source	hudongbaike
Compound Piper longum analgesic capsule	belongTo	drug
Compound Piper longum analgesic capsule	source	WikiPedia
Fu Ling Su Zi Wan	belongTo	drug
Fu Ling Su Zi Wan	source	hudongbaike
Fu Ling Su Zi Wan	source	WikiPedia
Tianxiong Zhengyuan capsule	source	WikiPedia
Tianxiong Zhengyuan capsule	belongTo	drug
Tianxiong Zhengyuan capsule	source	hudongbaike
Quinolone	source	hudongbaike
Quinolone	belongTo	drug
Quinolone	source	WikiPedia
Fuyang Gupi Decoction	source	hudongbaike
Fuyang Gupi Decoction	belongTo	drug
Fuyang Gupi Decoction	source	WikiPedia
Fuyang Gupi Decoction	prescription drugs	Over-the-counter drugs
Pain killer	source	hudongbaike
Pain killer	source	WikiPedia
Pain killer	belongTo	drug
Sijiqing xiaoyanhou tablet	source	hudongbaike
Sijiqing xiaoyanhou tablet	belongTo	drug
Sijiqing xiaoyanhou tablet	prescription drugs	Over-the-counter drugs
Sijiqing xiaoyanhou tablet	source	WikiPedia
metronidazole and glucose injection 	belongTo	drug
metronidazole and glucose injection 	source	hudongbaike
metronidazole and glucose injection 	source	WikiPedia
Hengchun Qisheng capsule	belongTo	drug
Hengchun Qisheng capsule	source	WikiPedia
Hengchun Qisheng capsule	source	hudongbaike
Alum sulphur pill	belongTo	drug
Alum sulphur pill	source	WikiPedia
Alum sulphur pill	source	hudongbaike
Ritalin	source	hudongbaike
Ritalin	source	WikiPedia
Ritalin	name	Methylphenidate
Ritalin	belongTo	drug
Salbutamol sulfate sustained release capsule	belongTo	drug
Salbutamol sulfate sustained release capsule	source	WikiPedia
Salbutamol sulfate sustained release capsule	source	hudongbaike
He klin	belongTo	drug
He klin	source	hudongbaike
He klin	source	WikiPedia
Sodium chloride Aminobutyrate injection	source	WikiPedia
Sodium chloride Aminobutyrate injection	belongTo	drug
Sodium chloride Aminobutyrate injection	source	hudongbaike
Iron essence powder	source	hudongbaike
Iron essence powder	source	WikiPedia
Iron essence powder	belongTo	drug
Two fragrant powder	source	WikiPedia
Two fragrant powder	source	hudongbaike
Two fragrant powder	belongTo	drug
Baohe solution	source	hudongbaike
Baohe solution	belongTo	drug
Baohe solution	source	WikiPedia
Dihydrazine	belongTo	drug
Dihydrazine	source	WikiPedia
Dihydrazine	source	hudongbaike
Manning pill	source	WikiPedia
Manning pill	source	hudongbaike
Manning pill	belongTo	drug
Analgesic powder	belongTo	drug
Analgesic powder	source	WikiPedia
Analgesic powder	source	hudongbaike
Coix bamboo leaf powder	belongTo	drug
Coix bamboo leaf powder	source	hudongbaike
Coix bamboo leaf powder	source	WikiPedia
Zhuqi Buliu Decoction	source	hudongbaike
Zhuqi Buliu Decoction	belongTo	drug
Zhuqi Buliu Decoction	mold	decoction
Zhuqi Buliu Decoction	source	WikiPedia
Tinea clearing powder	source	hudongbaike
Tinea clearing powder	belongTo	drug
Tinea clearing powder	source	WikiPedia
Fuling Sini Decoction	source	hudongbaike
Fuling Sini Decoction	source	WikiPedia
Fuling Sini Decoction	belongTo	drug
Eight gold powder	source	WikiPedia
Eight gold powder	belongTo	drug
Eight gold powder	source	hudongbaike
Amphotericin liposome for injection	source	hudongbaike
Amphotericin liposome for injection	belongTo	drug
Amphotericin liposome for injection	source	WikiPedia
Fengshi Zhitong pill	source	hudongbaike
Fengshi Zhitong pill	source	WikiPedia
Fengshi Zhitong pill	belongTo	drug
Doxycycline hydrochloride	source	hudongbaike
Doxycycline hydrochloride	source	WikiPedia
Doxycycline hydrochloride	belongTo	drug
Ke Xiao Qing tablets	belongTo	drug
Ke Xiao Qing tablets	source	hudongbaike
Ke Xiao Qing tablets	source	WikiPedia
Pip Ludo	source	hudongbaike
Pip Ludo	belongTo	drug
Pip Ludo	source	WikiPedia
Tianlong huogu pill	belongTo	drug
Tianlong huogu pill	source	WikiPedia
Tianlong huogu pill	source	hudongbaike
Hui Du San	belongTo	drug
Hui Du San	source	hudongbaike
Hui Du San	source	WikiPedia
Calcium lactate oral liquid	source	WikiPedia
Calcium lactate oral liquid	belongTo	drug
Calcium lactate oral liquid	source	hudongbaike
Xinbi Taoxian tablet	belongTo	drug
Xinbi Taoxian tablet	source	WikiPedia
Xinbi Taoxian tablet	source	hudongbaike
Curcuma oil	belongTo	drug
Curcuma oil	source	hudongbaike
Curcuma oil	source	WikiPedia
Tongmai Jiangzhi pill	source	WikiPedia
Tongmai Jiangzhi pill	belongTo	drug
Tongmai Jiangzhi pill	source	hudongbaike
Sitosterol ointment	source	WikiPedia
Sitosterol ointment	source	hudongbaike
Sitosterol ointment	belongTo	drug
Liquid chip	belongTo	drug
Liquid chip	source	WikiPedia
Liquid chip	source	hudongbaike
Dihydroxytheophylline	source	WikiPedia
Dihydroxytheophylline	source	hudongbaike
Dihydroxytheophylline	belongTo	drug
Dihydroxytheophylline	prescription drugs	Over-the-counter drugs
Dysenterin tablets	source	hudongbaike
Dysenterin tablets	belongTo	drug
Dysenterin tablets	source	WikiPedia
Zhixie Ling	source	hudongbaike
Zhixie Ling	source	WikiPedia
Zhixie Ling	belongTo	drug
Yu Feng Ning Xin Wan	belongTo	drug
Yu Feng Ning Xin Wan	source	WikiPedia
Yu Feng Ning Xin Wan	source	hudongbaike
Alum powder	source	hudongbaike
Alum powder	belongTo	drug
Alum powder	source	WikiPedia
Da Shun San	belongTo	drug
Da Shun San	source	hudongbaike
Da Shun San	source	WikiPedia
Enoxacin	source	hudongbaike
Enoxacin	source	WikiPedia
Enoxacin	mold	Antibacterial drugs
Enoxacin	belongTo	drug
Xiasangju capsule	belongTo	drug
Xiasangju capsule	source	hudongbaike
Xiasangju capsule	source	WikiPedia
Compound Dijin tablet	belongTo	drug
Compound Dijin tablet	source	hudongbaike
Compound Dijin tablet	source	WikiPedia
Broad bean shell tea	source	hudongbaike
Broad bean shell tea	belongTo	drug
Broad bean shell tea	source	WikiPedia
Compound Bauhinia bark salicylic acid solution	belongTo	drug
Compound Bauhinia bark salicylic acid solution	source	hudongbaike
Compound Bauhinia bark salicylic acid solution	source	WikiPedia
Muxiang Huachong pill	belongTo	drug
Muxiang Huachong pill	source	WikiPedia
Muxiang Huachong pill	source	hudongbaike
Xianglian Huazhi tablet	belongTo	drug
Xianglian Huazhi tablet	source	hudongbaike
Xianglian Huazhi tablet	source	WikiPedia
Jiegu Dingtong pill	belongTo	drug
Jiegu Dingtong pill	source	hudongbaike
Jiegu Dingtong pill	source	WikiPedia
Ampicillin sodium for injection	belongTo	drug
Ampicillin sodium for injection	source	hudongbaike
Ampicillin sodium for injection	source	WikiPedia
Xiongzhi Tongyu powder	source	WikiPedia
Xiongzhi Tongyu powder	belongTo	drug
Xiongzhi Tongyu powder	source	hudongbaike
Xiangsha Yangwei emulsion	dosage	Oral administration
Xiangsha Yangwei emulsion	source	hudongbaike
Xiangsha Yangwei emulsion	source	WikiPedia
Xiangsha Yangwei emulsion	belongTo	drug
Ding Fu Luo Lin	source	WikiPedia
Ding Fu Luo Lin	belongTo	drug
Ding Fu Luo Lin	source	hudongbaike
Mengding daganghong	belongTo	drug
Mengding daganghong	source	WikiPedia
Mengding daganghong	source	hudongbaike
Gan Tai Granule	source	WikiPedia
Gan Tai Granule	belongTo	drug
Gan Tai Granule	source	hudongbaike
Bi Ke Tai	source	hudongbaike
Bi Ke Tai	source	WikiPedia
Bi Ke Tai	belongTo	drug
Goose Lang pill	source	WikiPedia
Goose Lang pill	belongTo	drug
Goose Lang pill	source	hudongbaike
Bismuth subsalicylate	source	hudongbaike
Bismuth subsalicylate	belongTo	drug
Bismuth subsalicylate	source	WikiPedia
Anweizhitong capsule	source	hudongbaike
Anweizhitong capsule	source	WikiPedia
Anweizhitong capsule	belongTo	drug
Furelaxed ointment	source	WikiPedia
Furelaxed ointment	belongTo	drug
Furelaxed ointment	source	hudongbaike
Belladonna liquid extract	belongTo	drug
Belladonna liquid extract	source	hudongbaike
Belladonna liquid extract	source	WikiPedia
Corelle scabies	source	WikiPedia
Corelle scabies	source	hudongbaike
Corelle scabies	belongTo	drug
Jianpi Yishen granules	source	hudongbaike
Jianpi Yishen granules	source	WikiPedia
Jianpi Yishen granules	belongTo	drug
Tiger stick antidote soup	belongTo	drug
Tiger stick antidote soup	source	hudongbaike
Tiger stick antidote soup	source	WikiPedia
Wuwei pomegranate pill	source	hudongbaike
Wuwei pomegranate pill	belongTo	drug
Wuwei pomegranate pill	source	WikiPedia
Xiaoer Jianwei Xiaoshi oral liquid	belongTo	drug
Xiaoer Jianwei Xiaoshi oral liquid	source	hudongbaike
Xiaoer Jianwei Xiaoshi oral liquid	source	WikiPedia
Pyrimidine dihydroxynaphthenate	source	hudongbaike
Pyrimidine dihydroxynaphthenate	belongTo	drug
Pyrimidine dihydroxynaphthenate	source	WikiPedia
Yuncao Shufei oral liquid	source	hudongbaike
Yuncao Shufei oral liquid	source	WikiPedia
Yuncao Shufei oral liquid	belongTo	drug
Lishui Yiyuan powder	source	WikiPedia
Lishui Yiyuan powder	source	hudongbaike
Lishui Yiyuan powder	belongTo	drug
Bocomycin	belongTo	drug
Bocomycin	source	hudongbaike
Bocomycin	source	WikiPedia
Mexicline	belongTo	drug
Mexicline	source	WikiPedia
Mexicline	source	hudongbaike
Chuanshanlong injection	belongTo	drug
Chuanshanlong injection	source	hudongbaike
Chuanshanlong injection	source	WikiPedia
Shuanghuanglian oral liquid	belongTo	drug
Shuanghuanglian oral liquid	source	WikiPedia
Shuanghuanglian oral liquid	source	hudongbaike
Huhuang burn liniment	source	WikiPedia
Huhuang burn liniment	belongTo	drug
Huhuang burn liniment	source	hudongbaike
Donglei San	belongTo	drug
Donglei San	source	WikiPedia
Donglei San	source	hudongbaike
Jie Yin Lotion	source	hudongbaike
Jie Yin Lotion	source	WikiPedia
Jie Yin Lotion	belongTo	drug
Podophyllotoxin	source	hudongbaike
Podophyllotoxin	belongTo	drug
Podophyllotoxin	source	WikiPedia
Two soap drink	belongTo	drug
Two soap drink	source	WikiPedia
Two soap drink	source	hudongbaike
Seabuckthorn seed oil	source	hudongbaike
Seabuckthorn seed oil	source	WikiPedia
Seabuckthorn seed oil	belongTo	drug
Compound garlic oil capsule	source	hudongbaike
Compound garlic oil capsule	belongTo	drug
Compound garlic oil capsule	source	WikiPedia
Whole Eucommia capsule	source	hudongbaike
Whole Eucommia capsule	belongTo	drug
Whole Eucommia capsule	source	WikiPedia
Nordicon oral liquid	source	WikiPedia
Nordicon oral liquid	source	hudongbaike
Nordicon oral liquid	dosage	Oral administration
Nordicon oral liquid	belongTo	drug
Cuttlefish bone powder	belongTo	drug
Cuttlefish bone powder	source	hudongbaike
Cuttlefish bone powder	source	WikiPedia
Weiyanning granules	belongTo	drug
Weiyanning granules	source	hudongbaike
Weiyanning granules	source	WikiPedia
Aprace injection	source	WikiPedia
Aprace injection	source	hudongbaike
Aprace injection	belongTo	drug
Shuiniujiao Jiedu pill	source	WikiPedia
Shuiniujiao Jiedu pill	belongTo	drug
Shuiniujiao Jiedu pill	source	hudongbaike
Hua Zheng Hui Sheng Pian	source	WikiPedia
Hua Zheng Hui Sheng Pian	source	hudongbaike
Hua Zheng Hui Sheng Pian	belongTo	drug
All God's ointment	source	hudongbaike
All God's ointment	belongTo	drug
All God's ointment	source	WikiPedia
Black lead	belongTo	drug
Black lead	source	WikiPedia
Black lead	source	hudongbaike
Xingsu Ganmao granules	prescription drugs	Over-the-counter drugs
Xingsu Ganmao granules	source	WikiPedia
Xingsu Ganmao granules	source	hudongbaike
Xingsu Ganmao granules	belongTo	drug
Yuan Ling San	belongTo	drug
Yuan Ling San	source	hudongbaike
Yuan Ling San	source	WikiPedia
Benzene alcohol ammonia	source	hudongbaike
Benzene alcohol ammonia	source	WikiPedia
Benzene alcohol ammonia	belongTo	drug
Alfuzosine tablets	source	hudongbaike
Alfuzosine tablets	belongTo	drug
Alfuzosine tablets	source	WikiPedia
Hepatitis antidotal drink	belongTo	drug
Hepatitis antidotal drink	source	WikiPedia
Hepatitis antidotal drink	source	hudongbaike
Federal typhoid	source	hudongbaike
Federal typhoid	source	WikiPedia
Federal typhoid	belongTo	drug
Junshou Gansukang capsule	belongTo	drug
Junshou Gansukang capsule	source	hudongbaike
Junshou Gansukang capsule	source	WikiPedia
Ren De Tang deer embryo paste	belongTo	drug
Ren De Tang deer embryo paste	source	hudongbaike
Ren De Tang deer embryo paste	source	WikiPedia
Usnow Hongqu rice capsule	source	WikiPedia
Usnow Hongqu rice capsule	belongTo	drug
Usnow Hongqu rice capsule	source	hudongbaike
Calm and disperse	belongTo	drug
Calm and disperse	source	hudongbaike
Calm and disperse	source	WikiPedia
SMZ-TMP	source	hudongbaike
SMZ-TMP	source	WikiPedia
SMZ-TMP	belongTo	drug
Beclomethasone	source	WikiPedia
Beclomethasone	source	hudongbaike
Beclomethasone	belongTo	drug
Sodium ethoxynaphthalene penicillin capsule	source	WikiPedia
Sodium ethoxynaphthalene penicillin capsule	belongTo	drug
Sodium ethoxynaphthalene penicillin capsule	source	hudongbaike
Azosemide Tablets 	belongTo	drug
Azosemide Tablets 	source	WikiPedia
Azosemide Tablets 	dosage	Oral administration
Azosemide Tablets 	source	hudongbaike
Danhuang Quyu Tablet	belongTo	drug
Danhuang Quyu Tablet	source	WikiPedia
Danhuang Quyu Tablet	source	hudongbaike
Guben Daying liquor	belongTo	drug
Guben Daying liquor	source	WikiPedia
Guben Daying liquor	source	hudongbaike
Antidote Wanling pill	source	hudongbaike
Antidote Wanling pill	belongTo	drug
Antidote Wanling pill	source	WikiPedia
Yi Na Lin	source	WikiPedia
Yi Na Lin	belongTo	drug
Yi Na Lin	source	hudongbaike
Worry free vegetable liquid	source	WikiPedia
Worry free vegetable liquid	belongTo	drug
Worry free vegetable liquid	source	hudongbaike
Funing liquid	source	WikiPedia
Funing liquid	source	hudongbaike
Funing liquid	belongTo	drug
Calcium amino acid chelate capsule	source	WikiPedia
